projectid,countryname,regionname,sector_group,approval_year,closingyear,env_cat,planned_cost_adj_both,duration_planned,cancellation,delay,cost_change_perc_num,app_E_pct,app_S_pct,app_G_pct,app_E1_pct,app_E2_pct,app_E3_pct,app_S1_pct,app_S2_pct,app_S3_pct,app_S4_pct,app_S5_pct,app_G1_pct,app_G2_pct,app_G3_pct,app_G4_pct,app_G5_pct,E_emergence_rate,S_emergence_rate,G_emergence_rate,E1_emergence_rate,E2_emergence_rate,E3_emergence_rate,S1_emergence_rate,S2_emergence_rate,S3_emergence_rate,S4_emergence_rate,S5_emergence_rate,G1_emergence_rate,G2_emergence_rate,G3_emergence_rate,G4_emergence_rate,G5_emergence_rate,app_S3a_Land_pct,app_S3b_Displac_pct,app_G2a_Cost_pct,app_G2b_Fiscal_pct,app_G2c_Econ_pct,app_E3a_Habitat_pct,app_E3b_Species_pct,app_E3c_Forest_pct,app_E3d_Biodiv_pct,S3a_Land_emergence_rate,S3b_Displac_emergence_rate,G2a_Cost_emergence_rate,G2b_Fiscal_emergence_rate,G2c_Econ_emergence_rate,E3a_Habitat_emergence_rate,E3b_Species_emergence_rate,E3c_Forest_emergence_rate,E3d_Biodiv_emergence_rate,era,size_category,low_S3_coverage,low_S4_coverage,low_E3_coverage,high_G2_emergence,risk_score
P094007,Morocco,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2006,2017,B,2637.739395,187.6,False,152.2,145.73,0.5329852613259368,1.922553978354272,3.3991406972317395,0.18219394137162126,0.11964975254255723,0.23114156741175831,0.4976341980747267,0.2909664436830369,0.46500244738130203,0.6091260129439278,0.05982487627127862,0.47044107249687284,1.166585087289933,0.5085114483058683,0.6471963887529232,0.6064067003861423,0.4,0.21052631578947367,0.28125,0.5,0.0,0.5,0.375,0.0,0.0,0.25,0.0,0.16666666666666666,0.3076923076923077,0.42857142857142855,0.1111111111111111,0.4,0.3970196334366672,0.06798281394463479,0.15500081579376734,0.6580736389840649,0.3535106325121009,0.13596562788926958,0.04350900092456627,0.04078968836678088,0.010877250231141567,-0.9664429530201343,-0.8888888888888888,-0.7692307692307693,-0.7962962962962963,-0.7171052631578947,-0.9423076923076923,-0.8333333333333334,-0.9375,-0.8,2006-12,Large,0,0,1,0,1
P094306,Jordan,"Middle East, North Africa, Afghanistan, and Pakistan",Energy,2007,2009,NA,1285.240589,128.4,False,-53.6,0.0,3.1295533734558125,1.6344630978777321,4.45993031358885,0.7285397529299968,1.792841305036427,0.6081723154893887,0.912258473234083,0.14570795058599936,0.4497941083306937,0.06968641114982578,0.05701615457713019,0.5384859043395629,1.729490022172949,0.9946151409566044,0.4561292366170415,0.7412100095026924,0.32,0.46153846153846156,0.3803680981595092,0.35714285714285715,0.2830188679245283,0.5,0.5405405405405406,0.5625,0.1875,0.6,0.25,0.3333333333333333,0.4925373134328358,0.3142857142857143,0.35714285714285715,0.23076923076923078,0.3801076971808679,0.06968641114982578,0.30408615774469433,1.2670256572695597,0.15837820715869497,0.05068102629078239,0.5511561609122585,0.0063351282863477985,0.0,-0.3010752688172043,-0.09523809523809523,-0.031914893617021274,-0.24922118380062305,0.5321100917431193,0.22727272727272727,0.005681818181818182,0.25,0.8333333333333334,2006-12,Medium,0,1,0,1,2
P095114,India,South Asia,Energy,2007,2014,A,2934.474051,168.8,False,53.4,130.23,2.6951512004549616,1.6566525727567192,3.2119278985238484,0.4821600771456124,1.7258858146032687,0.48710530870608015,0.6700788764433895,0.301659125188537,0.36100190391415077,0.26951512004549616,0.05439754716514601,0.48463269292584626,1.1299854115668966,0.44259822466186977,0.5241945454095888,0.6305170239596469,0.22727272727272727,0.27358490566037735,0.3016759776536313,0.2413793103448276,0.2647058823529412,0.14285714285714285,0.36363636363636365,0.26666666666666666,0.2,0.21428571428571427,0.125,0.18181818181818182,0.2727272727272727,0.5185185185185185,0.2916666666666667,0.3103448275862069,0.20028187819894666,0.16072002571520413,0.19533664663847886,0.6478253344212843,0.2868234305071335,0.19533664663847886,0.17308310461637366,0.09148678386865465,0.027198773582573006,-0.03164556962025317,-0.06504065040650407,-0.39473684210526316,-0.4623955431754875,-0.13106796116504854,-0.052980132450331126,-0.36893203883495146,-0.15384615384615385,-0.21052631578947367,2006-12,Large,0,0,0,0,0
P095155,Kazakhstan,Europe and Central Asia,Energy,2005,2011,B,832.2146329,127.2,False,58.2,1.87,1.790744466800805,0.6505700871898055,4.553990610328638,0.1341381623071764,1.488933601609658,0.1676727028839705,0.4292421193829644,0.07377598926894702,0.1073105298457411,0.026827632461435276,0.013413816230717638,0.49631120053655264,2.240107310529846,0.6170355466130114,0.5298457411133468,0.670690811535882,0.26666666666666666,0.2608695652173913,0.3691275167785235,0.5714285714285714,0.16279069767441862,0.5,0.2,0.4,0.3333333333333333,0.0,0.0,0.3157894736842105,0.3918918918918919,0.38095238095238093,0.4,0.3,0.08718980549966465,0.02012072434607646,0.44265593561368205,1.3145539906103285,0.482897384305835,0.046948356807511735,0.09389671361502347,0.006706908115358819,0.02012072434607646,-0.42105263157894735,-0.75,-0.2912621359223301,-0.27184466019417475,-0.11538461538461539,0.11764705882352941,-0.3181818181818182,0.25,-0.4,2000-05,Small,1,1,1,1,4
P095569,Argentina,Latin America and Caribbean,Transport,2007,2013,B,3894.430298,137.3,True,53.2,238.18,0.31374786081003997,1.7810737149014388,4.652342016859986,0.09824427964758826,0.06338340622425048,0.15212017493820118,1.0204728402104328,0.573619826329467,0.057045065601825436,0.08239842809152564,0.04753755466818787,0.9602586042973948,1.4134499588007858,0.7352475122013057,0.9253977308740571,0.6179882106864423,0.25,0.275,0.13636363636363635,0.5,0.5,0.0,0.2,0.3125,0.4,0.25,0.0,0.0,0.09090909090909091,0.21428571428571427,0.2631578947368421,0.1,0.03486087342333777,0.02218419217848767,0.25987196551942704,0.7162324903340306,0.43734550294732844,0.1045826202700133,0.012676681244850097,0.02218419217848767,0.012676681244850097,-0.35294117647058826,-0.36363636363636365,-0.7741935483870968,-0.749034749034749,-0.5303867403314917,-0.7631578947368421,-0.5,-0.6666666666666666,-0.8,2006-12,Large,1,1,1,0,3
P095982,Pakistan,"Middle East, North Africa, Afghanistan, and Pakistan",Energy,2008,2014,B,1255.568603,122.8,False,50.7,-63.71,1.599728594169994,1.085623320024009,4.856598554242021,0.1330932435606357,1.22132623502701,0.2453091155823482,0.5950050888593126,0.1226545577911741,0.2583574727941752,0.07307080038623137,0.036535400193115686,0.6837339178997365,2.3043398836086535,0.6498081891489861,0.5871760745322163,0.6315404890524283,0.2,0.34782608695652173,0.29411764705882354,0.2,0.1951219512195122,0.25,0.3076923076923077,0.6363636363636364,0.16666666666666666,0.0,0.0,0.4230769230769231,0.29310344827586204,0.2926829268292683,0.3,0.16,0.2166027297163287,0.0417547430778465,0.13570291500300113,1.8215506667710535,0.34708630183459904,0.10438685769461624,0.05480310028967353,0.08611915759805841,0.0,-0.8152173913043478,-0.5714285714285714,-0.5671641791044776,-0.6611177170035671,-0.3484848484848485,-0.5,-0.9545454545454546,-0.9705882352941176,0.0,2006-12,Medium,1,1,1,0,3
P096019,India,South Asia,Transport,2007,2017,A,1599.195605,184.8,True,121.7,53.18,0.6933115823817292,2.062941816204459,4.931348558999456,0.139342033713975,0.13594344752582926,0.41802610114192496,0.9957857531266993,0.38064165307232195,0.41802610114192496,0.1971179989124524,0.07137030995106036,0.506389342033714,1.41721044045677,0.734094616639478,1.1249320282762372,1.1487221315932572,0.42105263157894735,0.3114754098360656,0.2866666666666667,0.5,0.5,0.3333333333333333,0.2962962962962963,0.3333333333333333,0.25,0.3333333333333333,0.4,0.19047619047619047,0.35185185185185186,0.2857142857142857,0.16666666666666666,0.34782608695652173,0.2480967917346384,0.16992930940728657,0.1937194127243067,0.9923871669385536,0.2311038607939097,0.2175095160413268,0.03058727569331158,0.12574768896139207,0.04418162044589451,-0.4,-0.8363636363636363,-0.25,-0.7307692307692307,-0.05384615384615385,-0.8428571428571429,-0.5833333333333334,-0.36363636363636365,-0.5882352941176471,2006-12,Medium,0,0,0,0,0
P096021,India,South Asia,Transport,2009,2019,A,2920.612682,173.7,True,121.7,-42.12,0.6757493188010899,2.2561307901907357,5.1198910081743865,0.3596730245231608,0.09809264305177111,0.21798365122615804,1.0299727520435966,0.5040871934604905,0.3869209809264305,0.22888283378746593,0.10626702997275206,0.9891008174386922,0.9209809264305178,1.220708446866485,0.7874659400544959,1.2016348773841963,0.3333333333333333,0.35,0.29069767441860467,0.0,0.14285714285714285,0.75,0.34375,0.38461538461538464,0.38461538461538464,0.3333333333333333,0.0,0.1875,0.45161290322580644,0.21875,0.23076923076923078,0.15,0.2670299727520436,0.11989100817438691,0.09536784741144413,0.6185286103542235,0.2070844686648501,0.11444141689373297,0.01907356948228883,0.08174386920980926,0.0027247956403269754,-0.5271317829457365,-0.4126984126984127,-0.12698412698412698,-0.5853658536585366,-0.224,-0.7,-0.5,-0.7428571428571429,-0.5,2006-12,Large,0,0,1,1,2
P096023,India,South Asia,Transport,2008,2016,A,1371.279735,190.3,True,45.5,-58.27,0.8286102548805143,1.7632826223857347,4.948460442146432,0.172350933015147,0.15246428689801464,0.5037950349673528,0.6993470551191542,0.3513307480693381,0.38116071724503664,0.26184084054224255,0.06960326140996322,0.9413012495442643,1.2296576182426835,0.7556925524510291,0.5932849424944483,1.4285240794140068,0.3333333333333333,0.4090909090909091,0.32524271844660196,0.5,0.5,0.13333333333333333,0.38461538461538464,0.391304347826087,0.4444444444444444,0.4,0.5,0.2702702702702703,0.3389830508474576,0.3333333333333333,0.3870967741935484,0.29411764705882354,0.2419541944251102,0.13920652281992643,0.16572205097610287,0.7954658446852938,0.26846972258128665,0.28504192767889697,0.07291770242948527,0.0861754665075735,0.05965993835139703,-0.13076923076923078,-0.13333333333333333,-0.36486486486486486,-0.6529209621993127,-0.13194444444444445,-0.453781512605042,-0.6666666666666666,-0.4722222222222222,-0.4230769230769231,2006-12,Medium,0,0,0,0,0
P096207,Ukraine,Europe and Central Asia,Energy,2007,2016,B,855.1599815,149.5,False,121.8,9.86,3.2151195809932482,1.6028270335079193,4.5118949958982775,0.5710860099703414,2.4736543194295453,0.17037925159336154,0.70675837697987,0.12620685303211962,0.687827349025052,0.028396541932226918,0.05363791253865085,0.5931722092509624,1.8804821101785825,0.5710860099703414,0.6941376916766581,0.7730169748217328,0.20454545454545456,0.11428571428571428,0.291005291005291,0.25,0.16129032258064516,0.3333333333333333,0.058823529411764705,0.2,0.0,0.5,0.3333333333333333,0.23333333333333334,0.3157894736842105,0.28125,0.34615384615384615,0.24,0.6373446078122043,0.05048274121284786,0.20193096485139145,1.2715340442986054,0.4070171010285858,0.07887928314507478,0.056793083864453836,0.031551713258029905,0.0031551713258029914,-0.7532467532467533,-0.7368421052631579,-0.6125,-0.5430210325047801,-0.3282051282051282,-0.4166666666666667,-0.5416666666666666,-0.9090909090909091,-0.5,2006-12,Small,0,1,1,0,2
P096213,Azerbaijan,Europe and Central Asia,Water,2007,2016,A,912.3169415,141.0,True,149.7,-33.01,2.0147040903367315,1.182013891709655,5.304845850765669,0.3858808237540111,1.494780454120801,0.13404281246191965,0.6905235793492831,0.2112189772127219,0.16247613631747837,0.07311426134286526,0.04468093748730655,0.7311426134286526,2.481822982249482,0.609285511190544,0.7108330963889679,0.7717616475080222,0.2,0.09090909090909091,0.13043478260869565,0.14285714285714285,0.17647058823529413,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.09748568179048703,0.06499045452699136,0.2843332385555872,1.7303708517811447,0.4671188919127503,0.09748568179048703,0.03249522726349568,0.00406190340793696,0.0,-0.75,-0.9411764705882353,-0.9583333333333334,-0.9699769053117783,-0.8934426229508197,-0.96,-0.5454545454545454,-0.5,0.0,2006-12,Small,1,1,1,0,3
P096801,Turkey,Europe and Central Asia,Energy,2007,2012,B,667.7668054,173.6,True,0.0,-32.64,1.4829084718426593,1.1693024506070517,5.040096769857981,0.17024326867075848,1.2409838268894764,0.07168137628242462,0.5555306661887909,0.31808610725325925,0.1612830966354554,0.04032077415886385,0.09408180637068232,0.6361722145065185,1.8592356973253887,0.9542583217597779,0.8825769454773532,0.7078535907889432,0.30434782608695654,0.42857142857142855,0.4064516129032258,0.6,0.07692307692307693,0.6,0.44,0.3333333333333333,0.4,1.0,0.5,0.3157894736842105,0.34,0.5714285714285714,0.5769230769230769,0.2,0.15232292460015232,0.008960172035303077,0.23296447291788003,1.3037050311365979,0.3225661932709108,0.03584068814121231,0.026880516105909233,0.008960172035303077,0.0,0.09210526315789473,0.5454545454545454,-0.6153846153846154,-0.7096774193548387,-0.3942307692307692,-0.3076923076923077,0.0,-0.6666666666666666,0.0,2006-12,Small,1,1,1,0,3
P096920,China,East Asia and Pacific,Transport,2010,2015,A,1390.708836,156.2,False,0.0,-9.27,1.408327117974817,2.8605273548896593,3.5888211292940815,0.44750581318825955,0.4036326942482341,0.5571886105383231,0.5615759224323258,0.9169481858465318,0.7984907647084631,0.4826043083402799,0.10090817356205853,0.5133154915982977,1.1231518448646516,0.6273856008423639,0.5966744175843461,0.7282937744044224,0.3793103448275862,0.35135135135135137,0.3235294117647059,0.5,0.2222222222222222,0.4,0.44,0.48,0.125,0.0,0.5,0.26666666666666666,0.3783783783783784,0.21428571428571427,0.47368421052631576,0.17647058823529413,0.3246610801561883,0.47382968455227487,0.19742903523011449,0.5440266748563155,0.3816961347782214,0.38608344667222394,0.06142236651603563,0.10529548545606107,0.004387311894002545,-0.5050505050505051,-0.572463768115942,-0.28169014084507044,-0.5961538461538461,-0.5086206896551724,-0.5803571428571429,-0.9333333333333333,-0.75,-0.5,2006-12,Medium,0,0,0,0,0
P096923,China,East Asia and Pacific,Water,2009,2017,A,1742.499357,183.0,True,60.9,-5.45,3.3639049612212237,1.1972177766834913,4.10254831958636,0.9233041979564199,1.9327834543887725,0.5078173088760309,0.5047396282161762,0.2123599655299766,0.36932167918256803,0.04924289055767574,0.061553613197094674,0.7324879970454266,1.9574048996676106,0.42779761171980796,0.4339529730395174,0.5509048381139973,0.23655913978494625,0.2727272727272727,0.3013698630136986,0.14814814814814814,0.3148148148148148,0.08333333333333333,0.38095238095238093,0.2,0.125,0.0,0.25,0.21212121212121213,0.26,0.5384615384615384,0.3333333333333333,0.22727272727272727,0.14465099101317247,0.22467068816939556,0.24929213344823342,1.3049365997784068,0.4031761664409701,0.3754770405022775,0.09233041979564201,0.036932167918256806,0.003077680659854734,-0.46153846153846156,-0.9090909090909091,-0.6138613861386139,-0.4221105527638191,-0.3350253807106599,-0.2894736842105263,-0.5641025641025641,-0.7857142857142857,0.0,2006-12,Medium,0,1,0,0,1
P096926,China,East Asia and Pacific,Water,2009,2015,B,1192.139848,169.8,True,30.5,-9.64,3.056207644948399,1.5768259733356955,4.15467068255304,0.6643929662931302,2.07733534127652,0.3144793373787483,0.5580900916862294,0.15502502546839705,0.6732515391770386,0.13287859325862603,0.05758072374540461,0.593524383221863,1.8957345971563981,0.6333879611994507,0.41635292554369496,0.6156708154316339,0.288135593220339,0.3787878787878788,0.34591194968553457,0.24324324324324326,0.30303030303030304,0.3333333333333333,0.42857142857142855,0.3076923076923077,0.3333333333333333,0.16666666666666666,0.75,0.32,0.2857142857142857,0.5454545454545454,0.3333333333333333,0.23076923076923078,0.3144793373787483,0.35877220179829034,0.15945431191035123,1.364220224121894,0.3720600611241529,0.21703503565575583,0.06643929662931301,0.022146432209771007,0.008858572883908402,-0.43,-0.4051724137931034,-0.15873015873015872,-0.3865168539325843,-0.07643312101910828,-0.25316455696202533,-0.24,0.6857142857142857,0.2857142857142857,2006-12,Medium,0,0,0,0,0
P097271,Ethiopia,Eastern and Southern Africa,Energy,2006,2012,B,901.2768754,107.3,True,91.4,-17.01,2.0515633571036753,1.2287438288535382,3.7484000731395137,0.28890107880782595,1.583470469921375,0.17919180837447432,0.5485463521667581,0.06216858657889925,0.06948253794112269,0.49003474126897056,0.05851161089778753,0.4644359115011885,1.9930517462058879,0.6582556226001097,0.27427317608337903,0.35838361674894864,0.0625,0.21428571428571427,0.4647887323943662,0.0,0.06666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.40540540540540543,0.7,0.5,0.3333333333333333,0.0365697568111172,0.03291278113000548,0.2303894679100384,1.0276101663923933,0.7350521119034559,0.09142439202779301,0.0365697568111172,0.05119765953556409,0.0,-0.6153846153846154,-0.9,-0.5487804878048781,-0.6856287425149701,-0.5928853754940712,-0.7586206896551724,-0.9090909090909091,-0.9333333333333333,0.0,2006-12,Small,1,0,1,1,3
P099062,China,East Asia and Pacific,Transport,2008,2015,A,15830.09378,168.0,False,58.3,6.02,0.8079519481209801,1.9614096635305376,2.8544091851379365,0.34550576728857707,0.23388082708765218,0.22856535374475095,0.5262318609472173,0.34550576728857707,0.919576888321905,0.10630946685802371,0.06378568011481422,0.4890235475469091,0.9089459416361027,0.4464997608036996,0.4199223940891937,0.5900175410620316,0.4482758620689655,0.2619047619047619,0.4426229508196721,0.5,0.42857142857142855,0.42857142857142855,0.23076923076923078,0.46153846153846156,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4909090909090909,0.4444444444444444,0.5,0.29411764705882354,0.34019029394567585,0.5793865943762292,0.12757136022962845,0.5421782809759209,0.23919630043055334,0.16477967362993673,0.015946420028703556,0.03189284005740711,0.015946420028703556,-0.5176470588235295,-0.7804878048780488,0.2222222222222222,-0.49635036496350365,0.13333333333333333,-0.575,-0.4,-0.8571428571428571,-0.75,2006-12,Large,0,1,1,1,3
P099112,China,East Asia and Pacific,Transport,2008,2012,A,1042.771196,127.5,True,0.0,10.24,0.7216024551072036,1.9989217434578859,4.362791855015966,0.16588562186372496,0.24053415170240117,0.3151826815410774,0.5847468170696305,0.5266868494173268,0.5474225521502923,0.22809273006262182,0.11197279475801435,0.47692116285820924,1.8205946999543814,0.3773897897399743,1.028490855555095,0.6593953469083067,0.4864864864864865,0.42857142857142855,0.3162393162393162,0.625,0.4166666666666667,0.47058823529411764,0.47619047619047616,0.6296296296296297,0.2777777777777778,0.14285714285714285,0.0,0.2222222222222222,0.3333333333333333,0.35714285714285715,0.46153846153846156,0.07142857142857142,0.24053415170240117,0.3068884004478912,0.19076846514328372,1.3519678181893584,0.2778584166217393,0.18662132459669056,0.04147140546593124,0.07879567038526936,0.008294281093186247,-0.5,-0.35454545454545455,-0.25675675675675674,-0.8038674033149171,0.007352941176470588,-0.3382352941176471,-0.6153846153846154,-0.3448275862068966,-0.6666666666666666,2006-12,Small,0,0,0,0,0
P099211,Viet Nam,East Asia and Pacific,Energy,2008,2013,B,788.9247456,155.4,True,0.0,12.27,1.4109706013906396,1.7118692310820152,4.724921725694303,0.2643028504045867,0.9230268775667874,0.22364087341926564,0.6221282478754117,0.14638311714715568,0.39442117675761396,0.4920099215223844,0.05692676777944944,0.4838775261253202,2.106290407839629,0.6017972593827512,0.5814662708900906,0.9514902614565119,0.46875,0.4264705882352941,0.3787878787878788,0.375,0.5,0.375,0.5909090909090909,0.4166666666666667,0.4,0.29411764705882354,0.0,0.45454545454545453,0.323943661971831,0.5208333333333334,0.3333333333333333,0.18181818181818182,0.2643028504045867,0.13011832635302728,0.22770707111779775,1.4556987760744928,0.42288456064733865,0.13011832635302728,0.03252958158825682,0.05692676777944944,0.0040661976985321025,-0.22429906542056074,-0.5476190476190477,-0.03669724770642202,-0.532051282051282,-0.12972972972972974,-0.7567567567567568,-0.8888888888888888,-0.6111111111111112,0.4,2006-12,Small,0,0,1,0,1
P099992,China,East Asia and Pacific,Transport,2006,2013,A,1961.94553,167.8,True,55.8,-24.28,0.6577394002765878,2.482544608223429,4.1117145073700545,0.25634971497959325,0.19563530880021585,0.20575437649677877,0.48908827200053967,1.2041690558909839,0.6509933551455459,0.0742064964414612,0.06408742874489831,0.6172631294903362,1.382939251863595,0.6003980166627315,0.816271460856073,0.6948426484973185,0.36,0.3389830508474576,0.3356643356643357,0.375,0.3333333333333333,0.36363636363636365,0.4090909090909091,0.3181818181818182,0.18181818181818182,0.6666666666666666,0.0,0.3333333333333333,0.32608695652173914,0.3225806451612903,0.375,0.3333333333333333,0.3035720308968867,0.34742132424865924,0.1652781057105272,0.9545653860424327,0.2630957601106351,0.1652781057105272,0.02023813539312578,0.02023813539312578,0.0,-0.6759259259259259,-0.6428571428571429,-0.32,-0.6627565982404692,-0.24603174603174602,-0.45588235294117646,-0.4444444444444444,-0.3,0.0,2006-12,Medium,0,1,1,0,2
P100047,"Egypt, Arab Republic of","Middle East, North Africa, Afghanistan, and Pakistan",Energy,2009,2018,A,9598.702995,210.6,False,91.3,-77.7,3.6569000223663615,1.338253932751808,3.671810929695072,0.8722880787295906,2.2105420114813987,0.5740699321553717,0.6448967419667486,0.15283680011928727,0.469693580854395,0.011183180496533213,0.059643629314843814,0.6113472004771491,1.2674271229404308,0.6709908297919929,0.5479758443301275,0.5740699321553717,0.3181818181818182,0.3076923076923077,0.35384615384615387,0.3333333333333333,0.2903225806451613,0.5,0.18181818181818182,0.42857142857142855,0.3333333333333333,0.0,0.5,0.3333333333333333,0.3617021276595745,0.42857142857142855,0.3333333333333333,0.2,0.2758517855811526,0.19384179527324238,0.21620815626630882,0.8275553567434578,0.2236636099306643,0.09692089763662119,0.4435994930291508,0.029821814657421907,0.0037277268321777384,-0.7325581395348837,-0.9090909090909091,-0.4444444444444444,-0.5033783783783784,-0.08035714285714286,-0.8928571428571429,-0.15458937198067632,-0.7,-0.5,2006-12,Large,0,1,0,0,1
P100580,Ukraine,Europe and Central Asia,Transport,2009,2014,B,1953.330365,113.7,True,58.2,-5.18,0.2643118880278729,2.126509280951523,4.132876794617649,0.06007088364269838,0.07208506037123806,0.13215594401393646,0.8409923709977775,0.6367513666126029,0.5106025109629363,0.06007088364269838,0.0780921487355079,0.5406379527842855,0.9731483150117138,0.9851624917402536,0.5886946596984441,1.045233375382952,0.3,0.5294117647058824,0.3888888888888889,0.5,0.5,0.16666666666666666,0.6,0.5882352941176471,0.125,0.6,0.0,0.36363636363636365,0.5094339622641509,0.25,0.4444444444444444,0.2608695652173913,0.3123685949420316,0.19823391602090465,0.07208506037123806,0.7028293386195711,0.19823391602090465,0.08409923709977773,0.04204961854988887,0.006007088364269839,0.0,-0.7213114754098361,-0.8108108108108109,0.21875,-0.25668449197860965,0.24719101123595505,-0.38095238095238093,-0.5,-0.5,0.0,2006-12,Medium,0,1,1,1,3
P100968,China,East Asia and Pacific,Energy,2009,2017,A,564.0420582,171.0,True,76.0,13.89,3.9556198745779065,2.274136861691131,2.804768796085728,2.4360829715388324,0.9510026876162911,0.5685342154227827,0.799393563503549,0.5134036248363311,0.7856109158569361,0.13093515264282268,0.04479360485149197,0.43070773895665354,1.0509268830542347,0.3652401626352422,0.4617186961615326,0.49617531527806497,0.19607843137254902,0.23076923076923078,0.3191489361702128,0.18181818181818182,0.13333333333333333,0.2857142857142857,0.1875,0.375,0.2222222222222222,0.25,0.0,0.1875,0.34,0.8333333333333334,0.4,0.08333333333333333,0.4479360485149197,0.3376748673420164,0.1550547860243953,0.5134036248363311,0.3824684721935084,0.14816346220108884,0.39280545792846805,0.017228309558266142,0.010336985734959685,-0.7516778523489933,-0.8761904761904762,-0.5423728813559322,-0.495,-0.4768211920529801,-0.4032258064516129,-0.6126760563380281,0.0,-0.4,2006-12,Small,0,0,0,0,0
P101201,"Egypt, Arab Republic of","Middle East, North Africa, Afghanistan, and Pakistan",Transport,2010,2016,B,1871.53293,175.5,False,30.5,-5.19,0.8818224330282584,1.6099939875743203,4.472576658427417,0.6179437504175296,0.14028993252722294,0.12358875008350592,0.8150177032533904,0.4509319259803594,0.10354733115104549,0.043423074353664236,0.19707395283586077,0.7315117910348052,1.8872336161400227,0.7181508450798316,0.5043757098002538,0.6313046963725031,0.1,0.3,0.36619718309859156,0.16666666666666666,0.0,0.0,0.2727272727272727,0.45454545454545453,0.25,0.0,0.0,0.3333333333333333,0.33962264150943394,0.3333333333333333,0.47619047619047616,0.4,0.06012425679738125,0.043423074353664236,0.1937337163471174,1.2793105751887235,0.41418932460418195,0.1169082771060191,0.0,0.006680472977486807,0.0,-0.6086956521739131,-0.8,-0.4444444444444444,-0.6969026548672567,-0.4647058823529412,-0.6904761904761905,0.0,-0.6666666666666666,0.0,2006-12,Medium,1,1,1,0,3
P101258,China,East Asia and Pacific,Transport,2009,2015,A,6057.381609,205.5,False,0.0,45.86,1.720984059431814,3.105984246089521,3.1433157875088664,0.44797849703214243,0.4218464180386008,0.8511591443610707,1.1236793967222907,0.6906335162578863,0.7503639825288386,0.33598387277410685,0.20532347780639862,0.38824803076119013,0.810094448799791,0.5935715085675888,0.3621159517676485,0.9892858476126479,0.3103448275862069,0.2916666666666667,0.3656716417910448,0.2,0.5,0.21739130434782608,0.36666666666666664,0.3235294117647059,0.2702702702702703,0.16666666666666666,0.14285714285714285,0.2608695652173913,0.3333333333333333,0.4827586206896552,0.5238095238095238,0.22727272727272727,0.3173181020644342,0.4330458804644044,0.11946093254190467,0.4218464180386008,0.2687870982192855,0.6197035875611304,0.05973046627095233,0.13812670325157728,0.033598387277410685,0.017241379310344827,0.30654761904761907,-0.2037037037037037,-0.6330935251798561,-0.2719298245614035,-0.1174496644295302,-0.65,-0.20967741935483872,-0.35714285714285715,2006-12,Large,0,0,0,0,0
P101473,Ethiopia,Eastern and Southern Africa,Water,2007,2017,B,1114.71382,173.2,True,152.1,201.83,3.2367972742759794,1.2849841810659528,5.066926259430518,0.6181552689218788,2.3996106108542223,0.21903139449987835,0.7155025553662692,0.1362862010221465,0.18009247992212218,0.1362862010221465,0.11681674373326843,1.051350693599416,1.3871988318325625,1.1486979800438062,0.7690435629106839,0.7106351910440497,0.3333333333333333,0.36666666666666664,0.42857142857142855,0.4,0.3125,0.25,0.35294117647058826,0.3333333333333333,0.25,0.5,0.5,0.2727272727272727,0.5925925925925926,0.375,0.2,0.3076923076923077,0.07787782915551228,0.10221465076660989,0.10708201508882939,0.9394013141883669,0.34071550255536626,0.14115356534436602,0.053541007544414695,0.02433682161109759,0.0,-0.8333333333333334,-0.72,-0.36363636363636365,-0.48846153846153845,-0.14634146341463414,-0.6857142857142857,-0.2777777777777778,-0.5714285714285714,0.0,2006-12,Medium,1,0,1,1,3
P101556,Ethiopia,Eastern and Southern Africa,Energy,2007,2014,B,722.8314124,136.8,False,91.4,-4.4,2.565837703716235,1.3787853155134495,3.9333446117408224,0.276320983477133,2.069587774206282,0.21992894603282015,0.5921163931652851,0.08740765803868494,0.07049004680539107,0.5639203744431286,0.06485084306095978,0.8261433485591835,1.6889415214571701,0.6287712175040885,0.3496306321547398,0.4398578920656403,0.3188405797101449,0.28125,0.2891566265060241,0.3,0.32653061224489793,0.3,0.2962962962962963,0.25,0.36363636363636365,0.18181818181818182,0.3333333333333333,0.3548387096774194,0.208955223880597,0.43333333333333335,0.4117647058823529,0.14285714285714285,0.039474426211019,0.031015620594372077,0.2086505385439576,0.9981390627643376,0.482151920148875,0.078948852422038,0.042294028083234646,0.09022725991090058,0.00845880561664693,-0.11538461538461539,-0.21052631578947367,-0.5684210526315789,-0.4151696606786427,-0.47844827586206895,-0.35714285714285715,-0.8235294117647058,-0.8055555555555556,-0.75,2006-12,Small,1,0,1,0,2
