DATASET,SERIES_CODE,OBS_MEASURE,COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,SCALE,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IMF.STA:PPI(3.0.0),USA.PPI.IX.A,OBS_VALUE,United States,Producer price index (PPI),Index,Annual,Units,57.88975099,60.75875135,62.95110069,63.08191988,63.43828943,64.36755684,65.20209311,67.53428365,69.11764706,69.07253699,67.35835438,67.92223024,71.85582822,72.64074341,70.97618188,74.76993865,79.39823169,85.20389751,89.18260556,93.46355106,102.629917,93.59888127,100,106.666448,108.6504708,110.130081,111.8703045,110.8951068,111.3658919,113.9552098,117.2591122,119.2431351
